host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews,review_scores_rating,Prices per Person,,,number_of_reviews
,,,,38.01428,23.73299,Entire apartment,Entire home/apt,4,43,16,99,10.75,,,16
,,,"Athens, Greece",38.01554,23.73316,Entire apartment,Entire home/apt,4,46,47,97,11.5,,,47
,100,t,"Athina, Greece",37.97628,23.71786,Entire apartment,Entire home/apt,5,55,35,99,11,,,35
,,,,37.99385,23.73069,Entire apartment,Entire home/apt,7,55,,89,7.857142857,,,9
100,100,f,,37.98385,23.72329,Entire apartment,Entire home/apt,4,31,12,88,7.75,,,12
100,,t,,37.98556,23.72656,Private room in apartment,Private room,2,55,17,87,27.5,,,17
100,100,t,"Athina, Greece",37.96413,23.72286,Entire apartment,Entire home/apt,4,48,251,98,12,,,251
100,94,t,"Athina, Greece",37.97886,23.72947,Entire apartment,Entire home/apt,4,41,35,99,10.25,,,35
100,94,t,"Athina, Greece",37.979,23.72775,Entire apartment,Entire home/apt,4,39,27,99,9.75,,,27
100,94,t,"Athina, Greece",37.97902,23.72741,Entire apartment,Entire home/apt,4,41,33,98,10.25,,,33
100,94,t,"Athina, Greece",37.97764,23.72917,Entire apartment,Entire home/apt,4,45,44,98,11.25,,,44
100,94,t,"Athina, Greece",37.97812,23.72945,Entire apartment,Entire home/apt,4,39,24,98,9.75,,,24
,,t,"Athina, Greece",37.96399,23.71918,Entire apartment,Entire home/apt,2,37,16,98,18.5,,,16
,100,f,"Athina, Greece",37.95343,23.72046,Entire condominium,Entire home/apt,3,35,,100,11.66666667,,,2
90,99,f,"Athina, Greece",37.98733,23.74056,Entire apartment,Entire home/apt,4,45,47,91,11.25,,,47
100,0,f,,37.99516,23.73502,Entire apartment,Entire home/apt,5,34,,,6.8,,,0
100,100,t,"Athina, Greece",37.95724,23.72683,Entire apartment,Entire home/apt,6,45,47,97,7.5,,,47
100,100,f,"Athina, Greece",37.99498,23.74682,Entire apartment,Entire home/apt,2,30,10,96,15,,,10
,,f,,37.97158,23.7444,Entire apartment,Entire home/apt,5,50,,100,10,,,2
100,100,f,"Athina, Greece",38.00007,23.73305,Entire apartment,Entire home/apt,2,25,32,96,12.5,,,32
100,100,f,"Athina, Greece",37.97456,23.73141,Entire apartment,Entire home/apt,4,35,,93,8.75,,,8
100,100,f,"Athina, Greece",37.98774,23.74636,Private room in apartment,Private room,3,24,13,92,8,,,13
,,f,"Athina, Greece",37.97465,23.73269,Room in boutique hotel,Private room,2,119,,100,59.5,,,1
,,f,,37.97638,23.73248,Room in hotel,Private room,2,90,,,45,,,0
,,f,"Athina, Greece",37.96164,23.72464,Entire apartment,Entire home/apt,4,42,,95,10.5,,,8
100,100,t,"Athina, Greece",37.98169,23.7279,Entire apartment,Entire home/apt,10,151,22,99,15.1,,,22
,0,f,"Athina, Greece",37.98795,23.7352,Entire apartment,Entire home/apt,5,45,,,9,,,0
40,100,t,"Athina, Greece",37.97935,23.71257,Shared room in house,Shared room,2,500,36,95,250,,,36
40,100,t,"Athina, Greece",37.97986,23.71199,Shared room in house,Shared room,2,500,42,97,250,,,42
,100,t,"Athina, Greece",37.96287,23.71929,Private room in apartment,Private room,2,35,22,100,17.5,,,22
,,f,,38.01412,23.73279,Entire apartment,Entire home/apt,4,50,,,12.5,,,0
100,,f,,37.99521,23.72406,Entire apartment,Entire home/apt,4,30,,90,7.5,,,7
100,99,f,"Athina, Greece",37.99056,23.76298,Entire apartment,Entire home/apt,6,46,31,95,7.666666667,,,31
95,99,f,,37.9898,23.76286,Entire apartment,Entire home/apt,3,70,,,23.33333333,,,0
100,0,f,"Athina, Greece",37.97932,23.71076,Entire apartment,Entire home/apt,4,56,,100,14,,,4
,,f,"Athina, Greece",37.97266,23.73259,Room in boutique hotel,Private room,2,102,,,51,,,0
,,f,"Athina, Greece",37.97331,23.73398,Room in boutique hotel,Private room,4,250,,,62.5,,,0
,,f,"Athina, Greece",37.9733,23.73381,Room in boutique hotel,Private room,2,129,,,64.5,,,0
,,f,,37.97634,23.73239,Room in hotel,Private room,3,120,,,40,,,0
,,f,,37.97556,23.73347,Room in hotel,Private room,1,80,,,80,,,0
,,f,,37.97637,23.73235,Room in hotel,Private room,2,100,,,50,,,0
,,f,,37.97502,23.73352,Room in hotel,Private room,3,120,,,40,,,0
100,100,f,"Athina, Greece",37.95266,23.72223,Entire apartment,Entire home/apt,2,30,17,92,15,,,17
,,,"Athens, Greece",38.01633,23.73295,Entire apartment,Entire home/apt,2,41,29,97,20.5,,,29
,,f,"Athina, Greece",37.99966,23.7235,Entire townhouse,Entire home/apt,4,31,,92,7.75,,,5
,,f,"Athina, Decentralized Administration of Attica, Greece",37.96474,23.72212,Private room in bed and breakfast,Private room,2,60,,,30,,,0
,,,,38.01518,23.73314,Entire apartment,Entire home/apt,2,38,22,96,19,,,22
,,,,38.01513,23.73139,Entire apartment,Entire home/apt,2,41,36,96,20.5,,,36
40,100,t,"Athina, Greece",37.98101,23.71155,Shared room in house,Shared room,2,500,24,94,250,,,24
100,,f,,37.993,23.72412,Entire condominium,Entire home/apt,4,40,,100,10,,,1
,,f,,37.97382,23.71412,Room in aparthotel,Hotel room,3,95,,,31.66666667,,,0
100,100,f,"Athina, Greece",37.97606,23.72732,Entire apartment,Entire home/apt,4,46,152,91,11.5,,,152
100,100,t,"Athina, Greece",37.96181,23.73148,Entire apartment,Entire home/apt,2,21,132,98,10.5,,,132
100,100,t,"Athina, Greece",37.9763,23.71865,Entire apartment,Entire home/apt,4,60,29,99,15,,,29
100,90,t,"Athina, Greece",37.96918,23.7274,Entire apartment,Entire home/apt,2,95,83,99,47.5,,,83
,,t,"Athina, Greece",37.97742,23.7565,Entire apartment,Entire home/apt,2,150,24,98,75,,,24
,,f,"Athina, Greece",37.98518,23.72162,Entire serviced apartment,Entire home/apt,2,113,,,56.5,,,0
,,f,"Athina, Greece",37.98712,23.72249,Entire serviced apartment,Entire home/apt,4,150,,,37.5,,,0
,,f,"Athina, Greece",37.98568,23.7217,Entire serviced apartment,Entire home/apt,2,136,,,68,,,0
,,f,"Athina, Greece",37.98565,23.72134,Entire serviced apartment,Entire home/apt,4,150,,,37.5,,,0
,,f,"Athina, Greece",37.98655,23.72142,Entire serviced apartment,Entire home/apt,6,180,,,30,,,0
,,t,,37.96566,23.74343,Entire apartment,Entire home/apt,3,40,10,96,13.33333333,,,10
100,,f,"Athina, Greece",37.99065,23.72909,Entire apartment,Entire home/apt,6,69,16,91,11.5,,,16
,,f,"Athina, Greece",37.98002,23.73515,Entire apartment,Entire home/apt,4,32,,93,8,,,4
100,100,t,"Athina, Greece",37.97823,23.70692,Private room in apartment,Private room,2,29,,,14.5,,,0
,,f,,37.98327,23.72852,Entire apartment,Entire home/apt,2,50,,100,25,,,1
100,100,f,"Athina, Greece",37.99742,23.74757,Entire apartment,Entire home/apt,4,43,,100,10.75,,,3
100,100,f,,37.97385,23.73189,Entire apartment,Entire home/apt,4,84,,80,21,,,1
98,98,f,,37.98908,23.72175,Entire apartment,Entire home/apt,4,47,,93,11.75,,,3
,,f,"Athina, Greece",37.97923,23.74278,Entire apartment,Entire home/apt,4,39,,100,9.75,,,5
100,,f,"Athina, Greece",38.00781,23.73548,Entire apartment,Entire home/apt,3,45,,100,15,,,1
100,,f,"Athina, Greece",37.98941,23.76736,Entire apartment,Entire home/apt,4,40,,100,10,,,2
,,f,,37.99335,23.72778,Shared room in apartment,Shared room,1,40,,,40,,,0
92,100,f,"Athina, Greece",37.97962,23.72704,Entire apartment,Entire home/apt,8,29,62,90,3.625,,,62
92,100,f,"Athina, Greece",37.97917,23.72745,Entire apartment,Entire home/apt,12,95,,93,7.916666667,,,6
,100,t,"Athina, Greece",37.9895,23.7227,Entire apartment,Entire home/apt,4,30,40,99,7.5,,,40
100,100,t,,37.97294,23.72888,Entire apartment,Entire home/apt,4,90,,93,22.5,,,3
98,98,f,,37.99129,23.72402,Entire apartment,Entire home/apt,6,48,17,94,8,,,17
,,f,"Athina, Greece",37.98663,23.73104,Private room in hostel,Private room,2,60,,,30,,,0
,,f,"Athina, Greece",37.98662,23.73183,Private room in hostel,Private room,2,45,,,22.5,,,0
,,f,"Athina, Greece",37.98536,23.73238,Private room in hostel,Private room,4,90,,,22.5,,,0
,,f,"Athina, Greece",37.98707,23.73326,Private room in hostel,Private room,3,80,,,26.66666667,,,0
,,f,"Athina, Greece",37.98516,23.7329,Private room in hostel,Private room,4,100,,,25,,,0
,,f,,37.98468,23.72575,Entire apartment,Entire home/apt,4,40,,90,10,,,2
100,100,t,"Athina, Greece",37.98909,23.73044,Entire apartment,Entire home/apt,7,67,35,98,9.571428571,,,35
100,75,f,"Athina, Greece",37.98121,23.75626,Entire apartment,Entire home/apt,2,14,69,94,7,,,69
100,,f,"Athens, Greece",37.97777,23.74115,Entire apartment,Entire home/apt,3,60,,100,20,,,7
100,95,t,,37.96355,23.71944,Entire apartment,Entire home/apt,3,38,,100,12.66666667,,,9
17,88,f,,37.97269,23.73284,Entire apartment,Entire home/apt,2,20,122,94,10,,,122
100,100,f,,37.98583,23.7191,Entire apartment,Entire home/apt,6,95,13,94,15.83333333,,,13
100,100,t,,37.97869,23.73152,Entire apartment,Entire home/apt,2,38,56,98,19,,,56
,,f,"Athina, Greece",37.99488,23.74862,Entire apartment,Entire home/apt,5,50,,100,10,,,3
100,97,f,,37.96521,23.72332,Private room in apartment,Private room,2,14,26,95,7,,,26
100,,f,"Athina, Greece",37.96503,23.726,Entire apartment,Entire home/apt,3,59,,100,19.66666667,,,1
100,100,t,,37.97571,23.7267,Entire apartment,Entire home/apt,4,59,,90,14.75,,,2
,,f,,37.98653,23.7421,Entire apartment,Entire home/apt,6,45,,20,7.5,,,1
,,f,,37.98084,23.74006,Entire apartment,Entire home/apt,5,45,32,98,9,,,32
100,92,t,"Athina, Greece",37.96438,23.72909,Entire apartment,Entire home/apt,4,55,66,99,13.75,,,66
100,100,f,"Athina, Greece",37.97961,23.71852,Entire apartment,Entire home/apt,7,46,,80,6.571428571,,,3
,100,f,"Athina, Greece",37.97678,23.74309,Entire apartment,Entire home/apt,6,75,93,94,12.5,,,93
100,100,f,"Athina, Greece",37.96072,23.71978,Entire apartment,Entire home/apt,2,21,92,96,10.5,,,92
,100,t,"Athina, Greece",37.9892,23.72998,Entire apartment,Entire home/apt,3,25,35,97,8.333333333,,,35
100,93,t,"Athina, Greece",37.95725,23.72607,Entire apartment,Entire home/apt,4,52,25,98,13,,,25
,100,f,"Athina, Greece",37.96579,23.72739,Room in hotel,Hotel room,1,61,,100,61,,,1
,100,f,"Athina, Greece",37.96579,23.72739,Room in hotel,Hotel room,2,70,,100,35,,,1
,100,f,"Athina, Greece",37.96579,23.72739,Room in hotel,Hotel room,2,79,,,39.5,,,0
,100,f,"Athina, Greece",37.96579,23.72739,Room in hotel,Hotel room,3,88,,,29.33333333,,,0
100,100,t,"Athina, Greece",37.96435,23.72298,Entire apartment,Entire home/apt,4,39,55,100,9.75,,,55
0,0,f,"Athina, Greece",38.00169,23.7364,Entire apartment,Entire home/apt,9,40,,100,4.444444444,,,1
,,t,"Athina, Greece",37.98126,23.71416,Entire apartment,Entire home/apt,4,40,13,100,10,,,13
100,0,f,"Athina, Greece",38.01406,23.72871,Entire apartment,Entire home/apt,4,45,,100,11.25,,,2
,,f,"Athina, Greece",37.95171,23.72034,Entire apartment,Entire home/apt,6,50,,,8.333333333,,,0
,100,f,,37.99597,23.73185,Entire apartment,Entire home/apt,2,35,,,17.5,,,0
,100,f,,37.99613,23.72972,Entire apartment,Entire home/apt,2,27,,,13.5,,,0
100,100,t,"Athina, Greece",37.96569,23.72171,Entire apartment,Entire home/apt,6,47,60,99,7.833333333,,,60
,100,f,"Athina, Greece",37.99504,23.7479,Private room in apartment,Private room,2,14,77,93,7,,,77
100,100,t,"Athina, Koukaki, Greece",37.96251,23.72482,Entire apartment,Entire home/apt,4,40,36,98,10,,,36
,,f,"Athina, Greece",37.98362,23.72356,Entire apartment,Entire home/apt,8,105,,,13.125,,,0
80,20,f,"Athina, Greece",37.99785,23.72631,Entire apartment,Entire home/apt,4,15,,90,3.75,,,4
100,100,f,,37.96838,23.72953,Entire apartment,Entire home/apt,4,50,86,98,12.5,,,86
100,100,f,,37.97794,23.73019,Entire apartment,Entire home/apt,4,47,46,96,11.75,,,46
0,,f,"Athens, Greece",37.95914,23.72786,Entire apartment,Entire home/apt,4,23,,100,5.75,,,1
,,,"Athens, Kolonaki, Greece",37.97773,23.74238,Entire apartment,Entire home/apt,8,170,28,99,21.25,,,28
100,100,t,"Athina, Greece",37.96668,23.70459,Entire apartment,Entire home/apt,2,22,37,96,11,,,37
100,100,t,"Athina, Greece",37.96247,23.71885,Entire apartment,Entire home/apt,6,43,48,99,7.166666667,,,48
0,,f,,37.9653,23.74692,Entire apartment,Entire home/apt,5,25,14,94,5,,,14
100,100,t,"Athina, Greece",37.96328,23.71784,Entire apartment,Entire home/apt,2,28,34,99,14,,,34
100,97,f,"Athina, Greece",38.00564,23.74581,Entire apartment,Entire home/apt,2,15,32,90,7.5,,,32
92,99,f,"Athina, Greece",37.99084,23.72553,Entire apartment,Entire home/apt,4,25,95,91,6.25,,,95
99,100,f,"Athina, Greece",37.9678,23.70898,Entire apartment,Entire home/apt,10,39,38,83,3.9,,,38
,,f,"Athina, Greece",37.97012,23.73098,Entire house,Entire home/apt,5,160,,100,32,,,2
,,f,"Athina, Greece",37.96146,23.72512,Entire apartment,Entire home/apt,4,30,28,98,7.5,,,28
100,100,t,"Athina, Greece",38.00892,23.72705,Entire apartment,Entire home/apt,2,35,40,96,17.5,,,40
,,f,,37.97768,23.72684,Entire apartment,Entire home/apt,4,69,,,17.25,,,0
100,,f,"Athina, Greece",37.9649,23.72203,Entire apartment,Entire home/apt,9,100,30,95,11.11111111,,,30
100,100,f,"Athens, Greece",37.9994,23.73803,Entire apartment,Entire home/apt,5,30,,100,6,,,1
100,100,f,,37.99841,23.73954,Entire guest suite,Entire home/apt,4,25,,,6.25,,,0
100,100,f,"Athens, Greece",37.9986,23.73922,Private room in apartment,Private room,2,22,,100,11,,,2
100,100,f,,37.99878,23.73987,Private room in apartment,Private room,2,22,,,11,,,0
100,100,f,"Athens, Greece",37.96729,23.733,Entire condominium,Entire home/apt,5,38,34,97,7.6,,,34
0,100,f,,37.99348,23.72395,Private room in apartment,Private room,2,20,13,95,10,,,13
100,87,t,,37.97878,23.7299,Entire apartment,Entire home/apt,2,40,48,98,20,,,48
100,100,f,"Athina, Greece",38.00023,23.75203,Entire apartment,Entire home/apt,2,32,56,96,16,,,56
100,99,f,"Athina, Greece",37.97524,23.73614,Entire apartment,Entire home/apt,5,57,,100,11.4,,,1
100,100,f,,37.98611,23.72185,Entire apartment,Entire home/apt,3,65,,98,21.66666667,,,8
100,99,f,"Athina, Greece",37.97502,23.7358,Entire apartment,Entire home/apt,2,51,,100,25.5,,,4
100,100,f,,37.98486,23.7182,Entire apartment,Entire home/apt,4,8000,,100,2000,,,2
100,100,t,"Athina, Greece",37.97106,23.73293,Entire apartment,Entire home/apt,8,44,186,98,5.5,,,186
100,100,t,,37.97517,23.73488,Entire apartment,Entire home/apt,8,44,116,97,5.5,,,116
100,,f,,37.98616,23.73553,Entire condominium,Entire home/apt,6,85,,90,14.16666667,,,3
,,t,"Athina, Greece",37.96469,23.73066,Entire apartment,Entire home/apt,4,42,21,100,10.5,,,21
100,100,t,"Athina, Greece",37.96971,23.731,Entire apartment,Entire home/apt,10,78,114,98,7.8,,,114
100,99,f,"Athina, Greece",37.96865,23.72767,Entire apartment,Entire home/apt,7,59,44,98,8.428571429,,,44
33,,f,"Athina, Greece",37.97089,23.74821,Entire apartment,Entire home/apt,3,28,14,99,9.333333333,,,14
,,f,,37.98473,23.72454,Shared room in apartment,Shared room,1,99,,,99,,,0
100,100,t,"Athina, Greece",37.97466,23.7356,Entire apartment,Entire home/apt,7,111,119,97,15.85714286,,,119
100,,f,"Αθήνα, Greece",37.97908,23.73847,Entire apartment,Entire home/apt,4,40,,100,10,,,8
100,99,f,"Athina, Greece",37.9631,23.71926,Entire apartment,Entire home/apt,5,34,22,97,6.8,,,22
100,99,f,"Athina, Greece",37.96356,23.72051,Entire apartment,Entire home/apt,3,30,45,93,10,,,45
100,100,f,,37.98576,23.71914,Entire apartment,Entire home/apt,7,8000,,80,1142.857143,,,1
100,100,f,,37.98583,23.7191,Entire apartment,Entire home/apt,6,95,,100,15.83333333,,,2
100,100,f,,37.98583,23.7191,Entire apartment,Entire home/apt,6,95,,100,15.83333333,,,4
100,100,f,,37.98583,23.7191,Entire apartment,Entire home/apt,6,95,,92,15.83333333,,,5
100,100,f,,37.98611,23.72185,Entire apartment,Entire home/apt,3,65,17,87,21.66666667,,,17
100,100,t,"Athina, Greece",37.9699,23.73157,Entire apartment,Entire home/apt,12,38,84,97,3.166666667,,,84
100,100,t,"Athina, Greece",37.97072,23.73054,Entire apartment,Entire home/apt,13,53,74,98,4.076923077,,,74
100,100,f,,37.98611,23.72185,Entire apartment,Entire home/apt,4,75,,90,18.75,,,2
,,f,,37.97873,23.70996,Entire house,Entire home/apt,4,48,,,12,,,0
100,100,f,,37.98583,23.7191,Entire apartment,Entire home/apt,3,85,,95,28.33333333,,,4
100,100,t,"Athina, Greece",37.97317,23.73445,Entire apartment,Entire home/apt,5,69,123,99,13.8,,,123
100,100,t,"Athina, Greece",37.97531,23.73419,Entire apartment,Entire home/apt,6,44,149,98,7.333333333,,,149
100,100,f,,37.98576,23.71914,Entire apartment,Entire home/apt,2,8000,,90,4000,,,2
100,100,f,,37.98611,23.72185,Entire apartment,Entire home/apt,5,85,,98,17,,,8
100,100,f,,37.98611,23.72185,Entire apartment,Entire home/apt,3,65,,100,21.66666667,,,4
,,,,38.00153,23.7286,Entire apartment,Entire home/apt,2,40,,,20,,,0
100,100,f,,37.99467,23.72414,Entire apartment,Entire home/apt,4,55,,,13.75,,,0
0,100,t,,38.00661,23.72863,Entire apartment,Entire home/apt,2,18,56,98,9,,,56
,,f,"Athina, Greece",38.00177,23.74313,Entire apartment,Entire home/apt,4,35,,88,8.75,,,5
80,100,f,"Athina, Athens, Greece",37.98342,23.72911,Entire apartment,Entire home/apt,4,50,80,98,12.5,,,80
89,100,f,"Athina, Greece",38.00014,23.70867,Entire apartment,Entire home/apt,2,40,123,95,20,,,123
0,,f,"Athina, Greece",37.97812,23.73838,Entire apartment,Entire home/apt,2,30,48,95,15,,,48
100,99,f,"Athina, Greece",37.96562,23.72624,Entire apartment,Entire home/apt,5,46,31,95,9.2,,,31
100,100,t,"Athina, Greece",37.96717,23.73418,Entire apartment,Entire home/apt,3,77,,100,25.66666667,,,1
100,100,t,"Athina, Greece",37.96832,23.72704,Entire apartment,Entire home/apt,6,80,,100,13.33333333,,,2
100,100,t,"Athina, Greece",37.96397,23.72211,Entire apartment,Entire home/apt,4,55,64,99,13.75,,,64
100,50,f,,37.99198,23.76745,Entire apartment,Entire home/apt,2,19,,,9.5,,,0
100,100,f,"Athina, Greece",38.00184,23.74997,Entire apartment,Entire home/apt,4,26,24,95,6.5,,,24
,,f,"Athina, Greece",37.95238,23.7254,Entire apartment,Entire home/apt,6,60,,,10,,,0
100,100,t,"Athina, Greece",37.96787,23.72702,Entire apartment,Entire home/apt,5,35,64,95,7,,,64
100,100,f,,37.98583,23.7191,Entire apartment,Entire home/apt,2,75,,,37.5,,,0
,,f,"Athina, Greece",37.98805,23.74602,Entire apartment,Entire home/apt,4,76,,,19,,,0
100,100,t,"Athina, Greece",37.97802,23.74064,Entire apartment,Entire home/apt,2,70,23,100,35,,,23
100,100,t,"Athina, Greece",37.97652,23.71901,Entire apartment,Entire home/apt,8,67,57,98,8.375,,,57
100,100,f,"Athina, Greece",37.99243,23.72518,Entire apartment,Entire home/apt,2,28,114,94,14,,,114
100,100,t,"Athina, Decentralized Administration of Attica, Greece",37.98719,23.74037,Entire apartment,Entire home/apt,5,35,23,96,7,,,23
,97,f,"Athens, Greece",37.97776,23.73891,Entire apartment,Entire home/apt,4,79,57,99,19.75,,,57
100,100,f,,37.99283,23.73068,Entire apartment,Entire home/apt,16,85,,53,5.3125,,,3
100,99,f,"Athina, Greece",37.97428,23.7522,Entire apartment,Entire home/apt,4,30,22,94,7.5,,,22
83,100,f,"Athina, Greece",37.95878,23.73109,Entire apartment,Entire home/apt,4,65,11,100,16.25,,,11
100,96,t,,37.96741,23.75114,Entire apartment,Entire home/apt,4,50,,,12.5,,,0
100,,t,"Athina, Greece",38.00006,23.71182,Entire apartment,Entire home/apt,2,45,23,99,22.5,,,23
,,f,"Zografou, Greece",37.97444,23.75995,Entire apartment,Entire home/apt,4,30,,100,7.5,,,7
,,f,"Athens , Greece",37.97918,23.70969,Entire apartment,Entire home/apt,3,41,35,99,13.66666667,,,35
100,100,t,"Athina, Greece",38.00681,23.73888,Entire apartment,Entire home/apt,4,22,,90,5.5,,,4
100,100,t,"Athina, Greece",37.96397,23.72211,Entire apartment,Entire home/apt,4,50,67,99,12.5,,,67
100,99,f,"Athina, Greece",37.97362,23.73195,Entire apartment,Entire home/apt,4,53,26,93,13.25,,,26
,,,"Athina, Greece",38.00286,23.73384,Entire apartment,Entire home/apt,6,61,,,10.16666667,,,0
100,99,t,"Athina, Greece",37.987,23.73115,Entire apartment,Entire home/apt,3,40,,89,13.33333333,,,7
100,94,f,"Athina, Greece",37.9998,23.72932,Entire apartment,Entire home/apt,4,69,,,17.25,,,0
83,100,f,"Athina, Greece",37.97174,23.73242,Entire apartment,Entire home/apt,8,98,,,12.25,,,0
83,100,f,"Athina, Greece",37.9717,23.73244,Entire apartment,Entire home/apt,4,86,23,93,21.5,,,23
100,100,t,"Athina, Greece",37.97316,23.73201,Entire apartment,Entire home/apt,6,95,,90,15.83333333,,,2
100,94,f,"Athina, Greece",37.9624,23.72228,Entire apartment,Entire home/apt,4,46,,100,11.5,,,1
100,94,f,"Athina, Greece",37.97678,23.75522,Entire apartment,Entire home/apt,6,76,,100,12.66666667,,,1
100,94,f,"Athina, Greece",37.96494,23.71901,Entire apartment,Entire home/apt,3,37,,100,12.33333333,,,1
,,,,37.96701,23.73364,Entire apartment,Entire home/apt,2,50,19,97,25,,,19
,,f,,37.96519,23.74753,Private room in apartment,Private room,3,90,,,30,,,0
100,100,f,"Athina, Greece",37.96686,23.75157,Entire apartment,Entire home/apt,2,22,62,97,11,,,62
100,95,t,"Athina, Greece",37.97434,23.7294,Entire loft,Entire home/apt,3,51,62,99,17,,,62
100,95,t,"Athina, Greece",37.97434,23.7294,Entire loft,Entire home/apt,3,51,125,99,17,,,125
,,t,"Athina, Greece",37.97608,23.73265,Entire apartment,Entire home/apt,5,120,37,98,24,,,37
