host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews,review_scores_rating,Prices per Person,,,number_of_reviews
100,75,f,"Athina, Greece",37.9784,23.72352,Entire house,Entire home/apt,3,382,,100,127.3333333,,,1
100,75,f,"Athina, Greece",37.97687,23.72228,Entire house,Entire home/apt,6,451,,90,75.16666667,,,2
98,98,f,,37.96647,23.73296,Entire apartment,Entire home/apt,5,72,,98,14.4,,,8
,100,f,,37.97391,23.7539,Entire apartment,Entire home/apt,2,23,55,87,11.5,,,55
100,98,t,,37.9915,23.72732,Entire apartment,Entire home/apt,4,27,145,97,6.75,,,145
100,100,f,"Athina, Greece",37.96747,23.72954,Entire apartment,Entire home/apt,2,35,29,83,17.5,,,29
100,100,f,"Athina, Greece",37.97776,23.72959,Entire apartment,Entire home/apt,4,55,56,98,13.75,,,56
100,100,f,"Athina, Greece",37.9653,23.72724,Entire apartment,Entire home/apt,6,200,47,96,33.33333333,,,47
99,100,f,"Athina, Greece",37.97722,23.72308,Entire apartment,Entire home/apt,2,25,259,95,12.5,,,259
,,t,"Athina, Greece",37.96904,23.70278,Entire apartment,Entire home/apt,2,40,,100,20,,,2
91,50,f,,37.96248,23.72022,Entire apartment,Entire home/apt,4,30,99,89,7.5,,,99
,,f,"Athina, Greece",38.00129,23.73557,Entire apartment,Entire home/apt,5,220,,,44,,,0
,,t,"Athina, Greece",37.969,23.70276,Entire apartment,Entire home/apt,2,37,,87,18.5,,,3
100,100,f,,37.99895,23.72084,Entire apartment,Entire home/apt,4,33,,100,8.25,,,8
,,t,"Athina, Greece",37.969,23.70276,Entire apartment,Entire home/apt,2,31,,100,15.5,,,3
100,99,f,"Athina, Greece",37.97555,23.72633,Entire apartment,Entire home/apt,5,33,50,94,6.6,,,50
,,t,"Athina, Greece",37.969,23.70276,Entire apartment,Entire home/apt,2,31,,100,15.5,,,1
,,t,"Athina, Greece",37.969,23.70276,Entire apartment,Entire home/apt,3,42,,100,14,,,3
100,100,t,"Athina, Greece",37.97892,23.7287,Entire apartment,Entire home/apt,4,85,45,100,21.25,,,45
,,t,"Athina, Greece",37.969,23.70276,Entire apartment,Entire home/apt,2,31,,100,15.5,,,5
,,,"Athina, Greece",37.97098,23.74593,Entire apartment,Entire home/apt,4,47,,100,11.75,,,5
100,100,f,,37.99117,23.72614,Entire apartment,Entire home/apt,2,30,,83,15,,,8
100,100,t,"Athina, Greece",37.96838,23.72994,Entire apartment,Entire home/apt,4,56,21,98,14,,,21
,100,t,"Athens, Greece",37.97021,23.74371,Entire apartment,Entire home/apt,4,49,22,98,12.25,,,22
100,75,t,"Athina, Greece",37.96963,23.70152,Entire apartment,Entire home/apt,1,45,,100,45,,,5
,,f,,37.96191,23.72639,Entire apartment,Entire home/apt,4,100,,,25,,,0
,100,f,,37.98231,23.73821,Entire apartment,Entire home/apt,4,41,87,98,10.25,,,87
,,f,"Athina, Greece",37.97104,23.74424,Entire apartment,Entire home/apt,6,45,,,7.5,,,1
,,,"Athina, Greece",37.96072,23.73114,Entire apartment,Entire home/apt,4,46,126,100,11.5,,,126
100,,t,"Athina, Greece",37.96978,23.74244,Entire apartment,Entire home/apt,6,110,19,100,18.33333333,,,19
100,86,t,,37.98372,23.736,Entire apartment,Entire home/apt,3,24,13,97,8,,,13
100,98,t,"Athina, Greece",37.97295,23.73268,Entire apartment,Entire home/apt,7,69,107,96,9.857142857,,,107
,,,,37.97499,23.73167,Entire apartment,Entire home/apt,6,74,48,90,12.33333333,,,48
88,100,t,"Athina, Greece",37.95785,23.71862,Entire apartment,Entire home/apt,4,80,40,98,20,,,40
100,100,t,,37.97653,23.72196,Entire apartment,Entire home/apt,3,30,148,94,10,,,148
88,100,t,"Athina, Greece",37.96492,23.72452,Entire apartment,Entire home/apt,4,70,,100,17.5,,,1
100,100,f,"Athina, Greece",37.97656,23.73243,Entire apartment,Entire home/apt,7,45,,98,6.428571429,,,9
100,100,f,,37.97364,23.71963,Entire apartment,Entire home/apt,4,65,19,99,16.25,,,19
99,99,t,"Athina, Greece",37.99149,23.73038,Entire apartment,Entire home/apt,8,199,84,97,24.875,,,84
100,94,f,"Athina, Greece",37.97846,23.72185,Entire apartment,Entire home/apt,4,24,126,97,6,,,126
100,100,t,,37.97773,23.72167,Entire apartment,Entire home/apt,3,29,166,95,9.666666667,,,166
,,t,"Athina, Greece",37.96276,23.72619,Entire apartment,Entire home/apt,4,80,41,100,20,,,41
99,99,t,"Athina, Greece",37.97102,23.74566,Entire apartment,Entire home/apt,10,99,106,100,9.9,,,106
99,99,t,,37.98293,23.72801,Entire apartment,Entire home/apt,5,39,87,97,7.8,,,87
95,97,f,"Athina, Greece",37.98499,23.74054,Entire apartment,Entire home/apt,5,68,,100,13.6,,,4
,,,"Athina, Greece",37.95792,23.74393,Entire apartment,Entire home/apt,5,70,34,94,14,,,34
,,,,37.98579,23.74447,Entire apartment,Entire home/apt,4,40,32,94,10,,,32
,100,t,"Athens, Greece",37.95985,23.74113,Entire apartment,Entire home/apt,4,27,10,98,6.75,,,10
,,,"Athens, Attiki, Greece",37.989,23.72778,Entire apartment,Entire home/apt,6,65,,93,10.83333333,,,9
100,83,f,"Αθήνα, Greece",37.98444,23.73977,Entire apartment,Entire home/apt,4,25,14,100,6.25,,,14
,,f,,37.99834,23.73321,Entire apartment,Entire home/apt,4,45,,,11.25,,,0
100,99,t,,37.96559,23.73234,Entire apartment,Entire home/apt,8,103,72,96,12.875,,,72
100,100,t,,37.99838,23.74657,Entire apartment,Entire home/apt,2,25,11,98,12.5,,,11
100,99,f,,37.974,23.74858,Entire apartment,Entire home/apt,4,27,28,94,6.75,,,28
,,f,,37.97491,23.74319,Entire apartment,Entire home/apt,6,300,,,50,,,0
,,f,"Athina, Greece",38.00988,23.73258,Entire apartment,Entire home/apt,4,65,,,16.25,,,0
100,100,t,"Athina, Greece",37.96419,23.7209,Entire apartment,Entire home/apt,4,34,220,97,8.5,,,220
75,100,t,"Athina, Greece",37.97265,23.72897,Entire house,Entire home/apt,3,165,48,100,55,,,48
,,f,,38.01793,23.72461,Private room in apartment,Private room,2,25,,,12.5,,,1
86,18,f,,37.97155,23.7305,Entire apartment,Entire home/apt,4,130,,,32.5,,,0
,,f,,37.98903,23.74609,Entire apartment,Entire home/apt,4,30,,,7.5,,,0
71,8,f,,37.97867,23.72648,Entire apartment,Entire home/apt,2,55,,70,27.5,,,3
86,18,f,,37.96888,23.73522,Entire loft,Entire home/apt,3,95,,,31.66666667,,,0
86,18,f,,37.98377,23.76254,Entire apartment,Entire home/apt,5,50,,,10,,,0
100,100,f,"Athina, Greece",37.96638,23.74502,Entire apartment,Entire home/apt,2,32,73,95,16,,,73
100,100,t,"Athina, Greece",37.95863,23.74188,Entire apartment,Entire home/apt,3,30,,95,10,,,8
100,98,f,"Athina, Greece",37.97463,23.74817,Private room in apartment,Private room,2,23,15,97,11.5,,,15
,,,,38.02159,23.72965,Entire apartment,Entire home/apt,4,40,,80,10,,,2
,,f,"Athina, Greece",37.95937,23.74025,Entire apartment,Entire home/apt,4,38,45,94,9.5,,,45
100,98,f,"Athina, Greece",37.97463,23.74817,Private room in apartment,Private room,2,41,15,89,20.5,,,15
,,f,,38.00231,23.72553,Private room in apartment,Private room,3,40,,,13.33333333,,,0
100,98,f,,37.97463,23.74817,Private room in apartment,Private room,2,20,24,96,10,,,24
100,98,f,,37.97463,23.74817,Private room in apartment,Private room,2,23,,93,11.5,,,9
,,f,"Athens, Greece",37.99628,23.72852,Entire apartment,Entire home/apt,5,60,11,100,12,,,11
100,100,t,,37.96071,23.74186,Entire apartment,Entire home/apt,4,30,,100,7.5,,,4
,,,"Athina, Greece",37.98402,23.73422,Entire apartment,Entire home/apt,3,27,81,86,9,,,81
,,,,38.00612,23.73134,Entire apartment,Entire home/apt,2,50,,,25,,,0
,,t,"Athina, Greece",37.96707,23.73504,Entire apartment,Entire home/apt,3,40,70,98,13.33333333,,,70
100,94,t,"Athens, Attica, Greece",37.98159,23.72156,Entire apartment,Entire home/apt,2,28,207,98,14,,,207
,,,"Athina, Greece",37.98164,23.73805,Entire apartment,Entire home/apt,4,50,12,93,12.5,,,12
,,f,"Athens, Greece",37.97376,23.71242,Entire apartment,Entire home/apt,6,89,10,100,14.83333333,,,10
100,95,t,"Athina, Greece",37.97526,23.71364,Entire serviced apartment,Entire home/apt,5,85,15,100,17,,,15
100,100,t,"Athina, Greece",37.9632,23.72432,Entire apartment,Entire home/apt,4,40,71,99,10,,,71
100,100,t,,37.97448,23.73248,Entire apartment,Entire home/apt,2,45,102,99,22.5,,,102
,100,t,"Athina, Greece",37.98602,23.7414,Entire apartment,Entire home/apt,3,29,55,98,9.666666667,,,55
,,f,"Athina, Greece",37.98612,23.71406,Entire apartment,Entire home/apt,2,90,,100,45,,,1
,,f,"Athina, Greece",38.00238,23.72619,Private room in apartment,Private room,2,40,,,20,,,0
,100,t,"Athina, Greece",37.97362,23.7325,Entire apartment,Entire home/apt,8,140,108,100,17.5,,,108
95,97,f,"Athina, Greece",37.96834,23.73705,Entire apartment,Entire home/apt,4,69,,,17.25,,,0
,,f,,37.98954,23.7249,Private room in apartment,Private room,2,28,,,14,,,0
95,96,f,"Athina, Greece",37.96189,23.7206,Entire condominium,Entire home/apt,6,100,38,92,16.66666667,,,38
,,f,,37.96452,23.73124,Entire apartment,Entire home/apt,4,39,,80,9.75,,,2
75,100,t,"Athina, Greece",37.977,23.73084,Entire apartment,Entire home/apt,4,70,14,96,17.5,,,14
100,100,t,"Athina, Greece",37.96439,23.73167,Entire apartment,Entire home/apt,4,38,61,98,9.5,,,61
95,98,t,"Athina, Greece",37.97879,23.70925,Entire apartment,Entire home/apt,3,27,118,99,9,,,118
,,f,"Athina, Greece",37.99139,23.72147,Entire apartment,Entire home/apt,4,53,,,13.25,,,1
,,f,,37.99309,23.7625,Entire apartment,Entire home/apt,4,65,10,98,16.25,,,10
,,f,,37.97023,23.72896,Entire apartment,Entire home/apt,3,75,,100,25,,,3
100,100,t,"Athina, Greece",37.97673,23.72746,Entire apartment,Entire home/apt,4,30,162,99,7.5,,,162
100,100,t,"Athina, Greece",37.97673,23.72746,Entire apartment,Entire home/apt,2,29,137,97,14.5,,,137
100,100,t,,37.97636,23.72681,Entire apartment,Entire home/apt,2,80,105,100,40,,,105
100,100,t,"Athina, Greece",37.98508,23.72578,Entire apartment,Entire home/apt,4,35,133,98,8.75,,,133
,,f,"Athina, Greece",37.99009,23.7337,Entire apartment,Entire home/apt,4,65,,80,16.25,,,2
100,100,f,"Athina, Greece",37.98686,23.74667,Entire apartment,Entire home/apt,5,25,18,97,5,,,18
,,f,"Athina, Greece",37.99783,23.72821,Entire apartment,Entire home/apt,4,28,,,7,,,0
33,0,f,"Athens, Greece",37.96768,23.72712,Entire apartment,Entire home/apt,6,45,155,99,7.5,,,155
,,f,,37.96021,23.72447,Entire condominium,Entire home/apt,4,40,,,10,,,0
,,f,"Athina, Greece",37.98017,23.72665,Room in aparthotel,Hotel room,2,220,,,110,,,0
100,100,f,"Athina, Greece",37.98851,23.74666,Private room in apartment,Private room,2,22,21,93,11,,,21
,,f,"Athina, Greece",37.97788,23.74209,Entire apartment,Entire home/apt,3,26,129,97,8.666666667,,,129
,,f,"Athina, Greece",37.99329,23.72364,Entire apartment,Entire home/apt,4,40,,70,10,,,2
100,100,f,"Athina, Greece",37.96385,23.7286,Entire apartment,Entire home/apt,4,65,,80,16.25,,,1
100,100,f,"Αθήνα, Αθηνα, Greece",37.99126,23.72137,Entire apartment,Entire home/apt,4,39,,96,9.75,,,5
,,t,"Athina, Greece",37.9869,23.73349,Entire apartment,Entire home/apt,3,40,47,99,13.33333333,,,47
100,100,f,"Αθήνα, Αθηνα, Greece",37.99197,23.72289,Entire apartment,Entire home/apt,4,50,,,12.5,,,0
100,98,f,"Athina, Greece",37.97527,23.73289,Entire apartment,Entire home/apt,4,25,21,95,6.25,,,21
100,100,t,"Athina, Greece",37.96826,23.72989,Entire apartment,Entire home/apt,3,56,25,100,18.66666667,,,25
90,100,f,"Athina, Greece",37.97157,23.74365,Entire apartment,Entire home/apt,2,17,,83,8.5,,,7
,,f,"Athina, Greece",37.99011,23.72903,Entire apartment,Entire home/apt,4,50,10,94,12.5,,,10
,,f,,37.97041,23.73026,Entire apartment,Entire home/apt,4,140,,100,35,,,1
,,f,,37.97192,23.73028,Entire townhouse,Entire home/apt,7,220,,,31.42857143,,,0
100,100,t,"Αθήνα, Greece",37.99011,23.72714,Entire apartment,Entire home/apt,5,38,32,100,7.6,,,32
,,f,"Athina, Greece",37.98736,23.72844,Entire apartment,Entire home/apt,2,45,11,98,22.5,,,11
,,f,"Athina, Greece",37.97925,23.71201,Entire apartment,Entire home/apt,6,43,12,95,7.166666667,,,12
0,,f,,37.99488,23.73116,Entire apartment,Entire home/apt,3,30,,,10,,,0
100,100,f,"Athina, Greece",38.00593,23.73834,Private room in apartment,Private room,2,12,,100,6,,,2
100,100,t,"Athina, Greece",38.01649,23.74212,Entire apartment,Entire home/apt,3,25,159,99,8.333333333,,,159
95,98,t,"Athina, Greece",37.97827,23.72666,Entire apartment,Entire home/apt,4,43,,60,10.75,,,1
100,100,f,"Athina, Greece",37.96407,23.72099,Entire place,Entire home/apt,4,52,,,13,,,0
,,f,"Athina, Greece",37.97845,23.72645,Room in hotel,Hotel room,2,62,,,31,,,0
,,f,"Athina, Greece",37.97845,23.72645,Room in hotel,Hotel room,3,75,,,25,,,0
,,f,"Athina, Greece",37.9995,23.73405,Entire apartment,Entire home/apt,2,40,,100,20,,,1
100,86,f,,38.00441,23.74397,Private room in apartment,Private room,2,17,,100,8.5,,,4
,,,"Athina, Greece",37.98119,23.71851,Entire apartment,Entire home/apt,4,23,148,97,5.75,,,148
,,f,"Athina, Greece",37.99961,23.71316,Entire apartment,Entire home/apt,4,34,,100,8.5,,,3
90,100,f,,37.977,23.74246,Entire apartment,Entire home/apt,4,83,19,97,20.75,,,19
100,38,f,"Αθήνα, Greece",37.98689,23.73884,Private room in apartment,Private room,2,20,14,97,10,,,14
,,t,,37.99773,23.71764,Entire apartment,Entire home/apt,4,32,79,100,8,,,79
,,f,"Athina, Greece",37.97845,23.72645,Room in hotel,Hotel room,2,67,,,33.5,,,0
99,96,t,"Athina, Greece",37.98651,23.73927,Entire apartment,Entire home/apt,2,37,57,98,18.5,,,57
100,,t,"Athina, Greece",37.98765,23.72732,Private room in apartment,Private room,2,55,,100,27.5,,,2
100,,t,,37.98676,23.72592,Private room in condominium,Private room,2,55,11,95,27.5,,,11
,,f,"Athina, Greece",37.97845,23.72645,Room in hotel,Hotel room,1,49,,,49,,,0
,,f,"Athina, Greece",37.97845,23.72645,Room in hotel,Hotel room,3,83,,,27.66666667,,,0
,100,t,"Athina, Greece",37.97792,23.74177,Entire apartment,Entire home/apt,5,99,11,98,19.8,,,11
,,,,37.98418,23.73439,Entire apartment,Entire home/apt,2,40,110,95,20,,,110
100,100,t,"Athina, Greece",37.99047,23.72163,Entire apartment,Entire home/apt,3,17,29,97,5.666666667,,,29
100,100,f,"Athina, Greece",37.97576,23.71783,Entire apartment,Entire home/apt,8,60,28,96,7.5,,,28
92,100,f,"Athina, Greece",37.97962,23.72704,Entire apartment,Entire home/apt,4,24,92,92,6,,,92
,,f,"Athina, Greece",37.97526,23.75088,Entire apartment,Entire home/apt,6,100,,,16.66666667,,,0
100,100,t,"Athina, Greece",37.97457,23.71896,Entire house,Entire home/apt,4,100,40,99,25,,,40
,,f,,37.9728,23.74963,Entire apartment,Entire home/apt,6,62,,93,10.33333333,,,8
,,f,"Athina, Greece",37.96949,23.74261,Room in hotel,Private room,2,60,,,30,,,0
,,f,,38.02405,23.73002,Entire apartment,Entire home/apt,4,35,,93,8.75,,,3
100,100,t,,37.97457,23.71896,Entire apartment,Entire home/apt,2,80,,,40,,,0
100,100,t,"Athens, Attica, Greece",37.9767,23.71756,Entire apartment,Entire home/apt,4,49,127,99,12.25,,,127
100,100,f,"Athina, Greece",37.99963,23.72038,Entire apartment,Entire home/apt,2,20,82,95,10,,,82
100,97,t,,37.98774,23.72788,Entire apartment,Entire home/apt,4,34,85,93,8.5,,,85
,,f,,37.98478,23.72637,Private room in boat,Private room,1,50,,,50,,,0
0,0,f,,37.98876,23.73559,Entire apartment,Entire home/apt,4,30,20,87,7.5,,,20
0,0,f,,37.98697,23.73739,Entire apartment,Entire home/apt,4,20,,,5,,,0
,,,,38.02282,23.73896,Entire apartment,Entire home/apt,3,33,13,90,11,,,13
,,f,,37.97453,23.72862,Private room in apartment,Private room,2,49,,100,24.5,,,4
100,75,f,"Athens, Greece",37.97803,23.72284,Room in aparthotel,Entire home/apt,16,790,,100,49.375,,,5
100,97,t,"Athina, Greece",37.99052,23.72784,Entire apartment,Entire home/apt,4,34,35,94,8.5,,,35
,,t,"Athina, Greece",37.96713,23.72521,Entire apartment,Entire home/apt,6,45,69,99,7.5,,,69
100,100,f,,37.991,23.74013,Entire apartment,Entire home/apt,4,46,14,90,11.5,,,14
100,67,f,,37.95798,23.72922,Shared room in guesthouse,Shared room,1,12,,100,12,,,2
95,98,t,"Athina, Greece",37.98047,23.72877,Entire apartment,Entire home/apt,16,368,16,93,23,,,16
,,,"Athina, Greece",37.97751,23.72282,Entire condominium,Entire home/apt,8,95,50,93,11.875,,,50
,,f,,38.00226,23.72967,Entire apartment,Entire home/apt,3,1030,17,100,343.3333333,,,17
100,,f,"Athina, Greece",37.97543,23.73424,Entire apartment,Entire home/apt,4,73,53,97,18.25,,,53
,,,,37.96381,23.72859,Entire apartment,Entire home/apt,6,40,31,99,6.666666667,,,31
92,100,f,"Athina, Greece",37.97962,23.72704,Entire apartment,Entire home/apt,4,26,82,93,6.5,,,82
100,100,t,"Athens, Attica, Greece",37.97558,23.71717,Entire apartment,Entire home/apt,6,55,65,98,9.166666667,,,65
100,99,f,,37.98345,23.75217,Entire apartment,Entire home/apt,4,37,26,95,9.25,,,26
100,,t,,37.96666,23.74402,Entire condominium,Entire home/apt,2,25,,90,12.5,,,8
100,,f,,37.98147,23.73846,Entire apartment,Entire home/apt,4,40,38,96,10,,,38
100,100,f,,37.99951,23.7261,Private room in apartment,Private room,2,16,,60,8,,,2
100,100,f,,38.00046,23.72989,Private room in apartment,Private room,3,12,,100,4,,,1
,100,f,,37.99763,23.7298,Entire apartment,Entire home/apt,2,25,,75,12.5,,,4
,100,f,"Αθήνα, Greece",37.99594,23.73004,Entire apartment,Entire home/apt,2,27,,,13.5,,,0
,,f,,37.98306,23.72689,Private room in apartment,Private room,1,100,,100,100,,,1
100,100,t,"Athina, Greece",37.97467,23.73195,Entire apartment,Entire home/apt,3,39,145,98,13,,,145
,,,"Athina, Greece",37.97416,23.73221,Entire apartment,Entire home/apt,2,50,148,99,25,,,148
100,83,t,"Athina, Greece",37.97072,23.74986,Entire apartment,Entire home/apt,6,46,19,97,7.666666667,,,19
,,f,"Athina, Greece",37.95925,23.73105,Entire condominium,Entire home/apt,4,70,,,17.5,,,0
100,100,t,,37.97818,23.75438,Entire apartment,Entire home/apt,4,40,,100,10,,,2
100,38,f,,37.98392,23.73237,Private room in apartment,Private room,4,22,10,86,5.5,,,10
,,,"Athens, Attica, Greece",37.96744,23.72469,Entire apartment,Entire home/apt,4,100,47,99,25,,,47
100,99,f,,37.98079,23.73718,Entire apartment,Entire home/apt,8,79,10,90,9.875,,,10
100,99,f,,37.98039,23.73715,Entire apartment,Entire home/apt,7,69,52,96,9.857142857,,,52
100,99,f,,37.97896,23.73609,Entire apartment,Entire home/apt,5,59,,93,11.8,,,3
100,99,f,,37.98106,23.7364,Entire apartment,Entire home/apt,6,69,,94,11.5,,,7
,,f,"Athina, Greece",37.99697,23.73029,Private room in apartment,Private room,2,22,,,11,,,0
80,97,f,"Athina, Greece",37.98631,23.73262,Private room in apartment,Private room,2,134,42,92,67,,,42
,,f,"Athina, Greece",37.99753,23.73122,Private room in apartment,Private room,2,22,,,11,,,0
,,f,,37.99675,23.73076,Private room in apartment,Private room,2,22,,,11,,,0
100,100,f,,37.97213,23.73192,Entire apartment,Entire home/apt,4,125,,100,31.25,,,1
,,f,"Athina, Greece",37.9898,23.72772,Entire apartment,Entire home/apt,5,60,,,12,,,0
100,69,t,"Athina, Greece",37.97541,23.71192,Private room in apartment,Private room,7,44,94,97,6.285714286,,,94
,,f,,37.98952,23.76247,Entire apartment,Entire home/apt,2,45,,60,22.5,,,2
99,100,f,"Athina, Greece",37.99189,23.71824,Entire apartment,Entire home/apt,2,29,73,91,14.5,,,73
99,100,f,"Athina, Greece",37.99527,23.7294,Entire apartment,Entire home/apt,9,36,96,88,4,,,96
99,99,f,"Athina, Greece",37.96458,23.72143,Entire apartment,Entire home/apt,3,22,13,83,7.333333333,,,13
,,f,"Athina, Greece",37.96155,23.72124,Entire apartment,Entire home/apt,4,50,52,99,12.5,,,52
80,21,f,,37.97563,23.73334,Entire apartment,Entire home/apt,5,55,94,97,11,,,94
,,f,,37.96219,23.71931,Entire apartment,Entire home/apt,2,41,,,20.5,,,0
,,f,,37.98215,23.72295,Entire apartment,Entire home/apt,4,70,,,17.5,,,0
,,f,,37.982,23.7215,Private room in guest suite,Private room,2,39,,80,19.5,,,1
,,f,,37.9822,23.72095,Entire apartment,Entire home/apt,3,70,,,23.33333333,,,0
97,100,t,"Athina, Greece",37.98173,23.71658,Entire house,Entire home/apt,4,38,176,97,9.5,,,176
,,f,"Athina, Greece",37.96904,23.73201,Entire apartment,Entire home/apt,6,121,,80,20.16666667,,,3
100,82,f,"Athina, Greece",37.99618,23.74514,Entire apartment,Entire home/apt,2,15,29,90,7.5,,,29
,,f,,37.98242,23.7226,Private room in guest suite,Private room,2,45,,100,22.5,,,1
97,100,t,"Athina, Greece",37.9813,23.7176,Entire house,Entire home/apt,3,26,169,97,8.666666667,,,169
,,f,,37.95762,23.73154,Entire apartment,Entire home/apt,2,90,,,45,,,0
,,f,"Athina, Greece",37.95945,23.72965,Entire condominium,Entire home/apt,2,29,,100,14.5,,,1
90,99,f,"Athina, Greece",37.98711,23.74138,Entire apartment,Entire home/apt,2,28,63,90,14,,,63
,100,f,"Athina, Metaxourgeion, Athens, Greece",37.98666,23.71542,Entire house,Entire home/apt,2,133,69,94,66.5,,,69
,,f,,37.97957,23.71009,Private room in apartment,Private room,2,20,,,10,,,0
100,100,f,"Athina, Greece",37.96459,23.72674,Entire apartment,Entire home/apt,5,34,,92,6.8,,,5
100,67,f,,37.95813,23.72866,Shared room in hostel,Shared room,1,26,,100,26,,,4
100,67,f,,37.95796,23.72918,Shared room in hostel,Shared room,1,19,,100,19,,,1
100,67,f,,37.95805,23.72918,Shared room in hostel,Shared room,1,19,,,19,,,0
100,67,f,,37.95805,23.72918,Shared room in hostel,Shared room,1,19,,,19,,,0
100,67,f,,37.95805,23.72918,Shared room in hostel,Shared room,1,19,,,19,,,0
100,67,f,,37.95805,23.72918,Shared room in hostel,Shared room,1,19,,,19,,,0
100,100,f,,37.97958,23.74263,Entire apartment,Entire home/apt,3,59,18,98,19.66666667,,,18
100,67,f,,37.95805,23.72918,Shared room in hostel,Shared room,1,19,,,19,,,0
,,f,,37.99188,23.72934,Entire apartment,Entire home/apt,3,30,10,96,10,,,10
100,,f,"Athina, Greece",38.01444,23.7336,Entire apartment,Entire home/apt,4,30,,,7.5,,,0
,,f,"Athina, Greece",37.96562,23.73737,Entire apartment,Entire home/apt,2,27,38,85,13.5,,,38
100,100,t,"Athina, Greece",37.96006,23.72616,Entire apartment,Entire home/apt,4,45,69,100,11.25,,,69
,,,"Athina, Greece",37.97401,23.7502,Entire apartment,Entire home/apt,4,42,,93,10.5,,,6
100,100,f,,37.99637,23.72854,Entire apartment,Entire home/apt,2,29,,100,14.5,,,1
100,100,t,,37.9792,23.72581,Entire apartment,Entire home/apt,4,49,,100,12.25,,,3
100,100,t,"Athina, Greece",37.96574,23.72689,Entire apartment,Entire home/apt,8,60,82,98,7.5,,,82
,,t,"Athina, Greece",37.95695,23.72398,Entire apartment,Entire home/apt,4,40,36,99,10,,,36
,,f,,37.97923,23.72765,Entire apartment,Entire home/apt,4,59,,80,14.75,,,1
,100,t,"Athina, Greece",37.99832,23.71682,Entire apartment,Entire home/apt,2,47,50,100,23.5,,,50
100,100,t,"Αθήνα, Greece",37.99013,23.75929,Entire apartment,Entire home/apt,4,30,31,99,7.5,,,31
100,80,f,"Athina, Greece",37.98879,23.73009,Entire apartment,Entire home/apt,5,49,26,98,9.8,,,26
100,100,t,"Athina, Greece",37.97898,23.72361,Entire apartment,Entire home/apt,2,30,74,97,15,,,74
100,0,t,"Athina, Greece",37.96872,23.73002,Entire apartment,Entire home/apt,4,30,73,99,7.5,,,73
75,100,t,"Athina, Greece",37.982,23.73898,Entire apartment,Entire home/apt,4,40,14,94,10,,,14
,,f,"Athina, Greece",37.98504,23.7147,Shared room in apartment,Shared room,2,18,,,9,,,1
,,f,"Athina, Greece",37.97898,23.72361,Entire condominium,Entire home/apt,2,32,31,93,16,,,31
,,f,"Athina, Greece",37.97898,23.72361,Entire apartment,Entire home/apt,6,55,47,95,9.166666667,,,47
,100,t,,37.9858,23.72422,Entire apartment,Entire home/apt,4,39,99,95,9.75,,,99
100,91,t,"Athina, Greece",37.95636,23.73809,Entire apartment,Entire home/apt,4,30,65,99,7.5,,,65
100,100,t,"Athina, Greece",37.99525,23.76425,Entire apartment,Entire home/apt,3,67,21,99,22.33333333,,,21
100,100,f,"Athina, Greece",37.98261,23.72048,Entire apartment,Entire home/apt,2,13,71,89,6.5,,,71
96,100,f,"Athina, Greece",37.97552,23.75331,Entire apartment,Entire home/apt,4,28,18,90,7,,,18
,71,t,"Athina, Greece",37.98703,23.74528,Entire apartment,Entire home/apt,4,45,49,99,11.25,,,49
100,69,t,"Athina, Greece",37.97889,23.7454,Entire apartment,Entire home/apt,6,90,67,97,15,,,67
75,75,f,,38.00315,23.73332,Entire apartment,Entire home/apt,4,22,,50,5.5,,,3
100,100,f,"Athina, Greece",38.00175,23.7379,Entire apartment,Entire home/apt,4,49,12,100,12.25,,,12
0,0,f,"Athina, Greece",37.97207,23.71466,Entire house,Entire home/apt,3,40,27,96,13.33333333,,,27
75,86,t,"Athina, Greece",37.96922,23.73069,Entire apartment,Entire home/apt,6,80,76,100,13.33333333,,,76
100,100,f,"Athina, Greece",37.96437,23.72188,Entire apartment,Entire home/apt,2,46,,,23,,,0
,,f,"Athina, Greece",37.97141,23.74241,Room in hotel,Private room,2,60,,,30,,,0
,,f,"Athina, Greece",37.97033,23.74193,Room in hotel,Private room,1,60,,,60,,,0
,,f,"Athina, Greece",37.9695,23.74265,Room in hotel,Private room,3,60,,,20,,,0
,,f,"Athina, Greece",37.97004,23.74215,Room in hotel,Private room,1,60,,,60,,,0
100,84,t,"Acropolis, Greece",37.96858,23.73029,Entire apartment,Entire home/apt,2,29,102,99,14.5,,,102
60,100,t,"Athina, Greece",37.97739,23.74098,Entire apartment,Entire home/apt,3,45,45,96,15,,,45
60,100,t,"Athina, Greece",37.9793,23.7396,Entire apartment,Entire home/apt,3,45,15,93,15,,,15
60,100,t,"Athina, Greece",37.9771,23.73979,Entire apartment,Entire home/apt,5,65,16,100,13,,,16
100,100,t,"Athina, Greece",37.97366,23.73358,Entire apartment,Entire home/apt,4,47,22,100,11.75,,,22
,,,,38.01562,23.73326,Entire apartment,Entire home/apt,4,45,38,98,11.25,,,38
